858,0.5685
1605,0.5685
882,0.5685
836,0.5685
448,0.5685
2029,0.5685
1696,0.5685
1542,0.6019
1115,0.6019
1017,0.6019
540,0.6019
627,0.6019
2541,0.6019
1033,0.6019
1291,0.6019
1822,0.6019
979,0.6019
755,0.6019
575,0.6019
1674,0.6019
1562,0.6019
2306,0.6019
2113,0.6019
986,0.6019
910,0.6019
556,0.6019
3303,0.6354
1294,0.6019
748,0.6019
1448,0.6019
1453,0.6354
691,0.6354
1355,0.6354
3763,0.6354
1354,0.6354
1758,0.6354
1736,0.6354
1322,0.6354
1218,0.6354
2031,0.6354
2906,0.6354
1488,0.6354
1880,0.6354
2109,0.6688
2105,0.6354
2138,0.6354
1163,0.6354
2455,0.6688
1492,0.6688
2178,0.6354
988,0.6688
1374,0.6354
1010,0.6688
1307,0.6688
3088,0.6688
1721,0.6688
1174,0.6354
915,0.6688
1264,0.6688
744,0.6688
679,0.6688
3924,0.7023
1376,0.6688
1573,0.6688
1360,0.6688
1228,0.6688
701,0.6688
855,0.6688
5415,0.9364
1409,0.7023
1515,0.6688
2652,0.7357
2305,0.7023
1333,0.7023
1449,0.7692
6676,0.7357
2235,0.7357
2252,0.7357
2527,0.7692
2545,0.7692
1621,0.7357
1656,0.7357
5417,0.7023
1966,0.7357
1763,0.7357
1596,0.7357
975,0.7692
2567,0.7692
2320,0.7692
6178,0.7357
3508,0.8026
2519,0.7692
2436,0.8026
1380,0.8026
2938,1.0032
2775,0.8695
7644,0.7357
4109,0.7692
3030,0.7692
3258,0.8026
3364,0.8026
3024,0.9364
2293,0.9029
7638,0.8026
4552,0.836
3640,0.836
3812,0.8695
4023,0.9029
2851,0.9029
2647,1.137
7191,0.8026
4315,0.8695
4134,0.8695
3730,0.9029
3955,1.0367
2552,1.137
2226,1.137
8575,0.9364
5189,1.137
5250,1.137
4686,1.137
5142,1.1705
3444,1.2039
2445,1.1705
7426,0.9029
4823,1.0032
4332,1.1036
4164,1.137
3453,1.137
2719,1.1705
2650,1.2039
7891,1.1036
5216,1.1036
5233,1.1705
4870,1.137
4875,1.1705
3386,1.1705
3444,1.2039
9003,1.2039
6415,1.1705
5391,1.1705
5053,1.2039
5127,1.2039
3606,1.2039
3657,1.2373
9081,1.1705
5676,1.2039
6228,1.2039
6351,1.2373
5544,1.2039
3376,1.2039
3364,1.2373
8805,1.2039
6701,1.2373
6801,1.2373
5241,1.2373
5516,1.2373
3458,1.2373
3007,1.2373
9839,1.2373
6824,1.2708
7629,1.2708
6901,1.2708
6332,1.2373
4705,1.2708
4036,1.2708
11551,1.2708
8726,1.2708
6362,1.2708
6681,1.2708
5388,1.2708
4640,1.2708
4829,1.2708
11454,1.2708
7057,1.2708
7150,1.2708
7649,1.2708
6613,1.2708
4630,1.2708
4126,1.2708
11076,1.3042
8025,1.3042
6845,1.3042
7465,1.3042
5480,1.2708
4271,1.3042
3398,1.3042
8050,1.3042
6924,1.3042
6785,1.3042
6586,1.3042
6558,1.3042
4667,1.3042
3835,1.3042
9476,1.3042
7353,1.3042
6303,1.3042
5072,1.3042
4929,1.3042
3273,1.3042
2384,1.3042
7579,1.3042
5101,1.3042
4386,1.3042
3843,1.3042
3367,1.3042
2050,1.3042
1222,1.3042
2812,1.3042
2345,1.3042
1560,1.3377
2059,1.3377
1704,1.3377
746,1.3377
371,1.3042
715,1.3377
648,1.3377
82,1.3377
3,1.438
2,1.2708
